gene_id	gene_name	description	gene_biotype
ENSMUSG00000056445	Hoxaas2	Hoxa cluster antisense RNA 2 [Source:MGI Symbol;Acc:MGI:1913890]	lncRNA
ENSMUSG00000079560	Hoxa3	homeobox A3 [Source:MGI Symbol;Acc:MGI:96175]	protein_coding
ENSMUSG00000087626	Gm15050	predicted gene 15050 [Source:MGI Symbol;Acc:MGI:3705180]	lncRNA
ENSMUSG00000085696	Hoxaas3	Hoxa cluster antisense RNA 3 [Source:MGI Symbol;Acc:MGI:1919878]	lncRNA
ENSMUSG00000101451	Gm29430	predicted gene 29430 [Source:MGI Symbol;Acc:MGI:5580136]	lncRNA
ENSMUSG00000000942	Hoxa4	homeobox A4 [Source:MGI Symbol;Acc:MGI:96176]	protein_coding
ENSMUSG00000038253	Hoxa5	homeobox A5 [Source:MGI Symbol;Acc:MGI:96177]	protein_coding
ENSMUSG00000043219	Hoxa6	homeobox A6 [Source:MGI Symbol;Acc:MGI:96178]	protein_coding
ENSMUSG00000038236	Hoxa7	homeobox A7 [Source:MGI Symbol;Acc:MGI:96179]	protein_coding
ENSMUSG00000038227	Hoxa9	homeobox A9 [Source:MGI Symbol;Acc:MGI:96180]	protein_coding
ENSMUSG00000000938	Hoxa10	homeobox A10 [Source:MGI Symbol;Acc:MGI:96171]	protein_coding
ENSMUSG00000038210	Hoxa11	homeobox A11 [Source:MGI Symbol;Acc:MGI:96172]	protein_coding
ENSMUSG00000086427	Hoxa11os	homeobox A11, opposite strand [Source:MGI Symbol;Acc:MGI:107208]	lncRNA
ENSMUSG00000038203	Hoxa13	homeobox A13 [Source:MGI Symbol;Acc:MGI:96173]	protein_coding
ENSMUSG00000055408	Hottip	Hoxa distal transcript antisense RNA [Source:MGI Symbol;Acc:MGI:3642509]	lncRNA
ENSMUSG00000086126	Evx1os	even skipped homeotic gene 1, opposite strand [Source:MGI Symbol;Acc:MGI:1917843]	lncRNA
ENSMUSG00000005503	Evx1	even-skipped homeobox 1 [Source:MGI Symbol;Acc:MGI:95461]	protein_coding
ENSMUSG00000107895	1700094M24Rik	RIKEN cDNA 1700094M24 gene [Source:MGI Symbol;Acc:MGI:1921554]	lncRNA
ENSMUSG00000108062	Gm44028	predicted gene, 44028 [Source:MGI Symbol;Acc:MGI:5690420]	lncRNA
ENSMUSG00000029776	Hibadh	3-hydroxyisobutyrate dehydrogenase [Source:MGI Symbol;Acc:MGI:1889802]	protein_coding
ENSMUSG00000004535	Tax1bp1	Tax1 (human T cell leukemia virus type I) binding protein 1 [Source:MGI Symbol;Acc:MGI:1289308]	protein_coding
ENSMUSG00000063568	Jazf1	JAZF zinc finger 1 [Source:MGI Symbol;Acc:MGI:2141450]	protein_coding
ENSMUSG00000107935	Gm4872	predicted gene 4872 [Source:MGI Symbol;Acc:MGI:3779443]	lncRNA
ENSMUSG00000053007	Creb5	cAMP responsive element binding protein 5 [Source:MGI Symbol;Acc:MGI:2443973]	protein_coding
ENSMUSG00000043496	Tril	TLR4 interactor with leucine-rich repeats [Source:MGI Symbol;Acc:MGI:1914123]	protein_coding
ENSMUSG00000108175	Gm16499	predicted gene 16499 [Source:MGI Symbol;Acc:MGI:3704267]	lncRNA
ENSMUSG00000108255	Gm16499.1	predicted gene 16499 [Source:MGI Symbol;Acc:MGI:3704267]	lncRNA
ENSMUSG00000052955	Cpvl	carboxypeptidase, vitellogenic-like [Source:MGI Symbol;Acc:MGI:1918537]	protein_coding
ENSMUSG00000108060	4921529L05Rik	RIKEN cDNA 4921529L05 gene [Source:MGI Symbol;Acc:MGI:2443531]	lncRNA
ENSMUSG00000004633	Chn2	chimerin 2 [Source:MGI Symbol;Acc:MGI:1917243]	protein_coding
ENSMUSG00000087670	9530036M11Rik	RIKEN cDNA 9530036M11 gene [Source:MGI Symbol;Acc:MGI:1925866]	lncRNA
ENSMUSG00000086946	Gm15527	predicted gene 15527 [Source:MGI Symbol;Acc:MGI:3782974]	lncRNA
ENSMUSG00000073067	9130019P16Rik	RIKEN cDNA 9130019P16 gene [Source:MGI Symbol;Acc:MGI:1918824]	lncRNA
ENSMUSG00000045725	Prr15	proline rich 15 [Source:MGI Symbol;Acc:MGI:1925254]	protein_coding
ENSMUSG00000086040	Wipf3	WAS/WASL interacting protein family, member 3 [Source:MGI Symbol;Acc:MGI:3044681]	protein_coding
ENSMUSG00000108081	Gm44026	predicted gene, 44026 [Source:MGI Symbol;Acc:MGI:5690418]	lncRNA
ENSMUSG00000019124	Scrn1	secernin 1 [Source:MGI Symbol;Acc:MGI:1917188]	protein_coding
ENSMUSG00000038074	Fkbp14	FK506 binding protein 14 [Source:MGI Symbol;Acc:MGI:2387639]	protein_coding
ENSMUSG00000005225	Plekha8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 [Source:MGI Symbol;Acc:MGI:2681164]	protein_coding
ENSMUSG00000101651	Gm28402	predicted gene 28402 [Source:MGI Symbol;Acc:MGI:5579108]	lncRNA
ENSMUSG00000038065	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus) [Source:MGI Symbol;Acc:MGI:1915485]	protein_coding
ENSMUSG00000058446	Znrf2	zinc and ring finger 2 [Source:MGI Symbol;Acc:MGI:1196246]	protein_coding
ENSMUSG00000038058	Nod1	nucleotide-binding oligomerization domain containing 1 [Source:MGI Symbol;Acc:MGI:1341839]	protein_coding
ENSMUSG00000002797	Ggct	gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]	protein_coding
ENSMUSG00000029777	Gars	glycyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2449057]	protein_coding
ENSMUSG00000003476	Crhr2	corticotropin releasing hormone receptor 2 [Source:MGI Symbol;Acc:MGI:894312]	protein_coding
ENSMUSG00000108285	Gm34358	predicted gene, 34358 [Source:MGI Symbol;Acc:MGI:5593517]	lncRNA
ENSMUSG00000003477	Inmt	indolethylamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:102963]	protein_coding
ENSMUSG00000038022	Mindy4	MINDY lysine 48 deubiquitinase 4 [Source:MGI Symbol;Acc:MGI:3583959]	protein_coding
ENSMUSG00000107766	Gm44073	predicted gene, 44073 [Source:MGI Symbol;Acc:MGI:5690465]	lncRNA
ENSMUSG00000004655	Aqp1	aquaporin 1 [Source:MGI Symbol;Acc:MGI:103201]	protein_coding
ENSMUSG00000004654	Ghrhr	growth hormone releasing hormone receptor [Source:MGI Symbol;Acc:MGI:95710]	protein_coding
ENSMUSG00000108228	6430584L05Rik	RIKEN cDNA 6430584L05 gene [Source:MGI Symbol;Acc:MGI:5439415]	lncRNA
ENSMUSG00000029778	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1 [Source:MGI Symbol;Acc:MGI:108449]	protein_coding
ENSMUSG00000037984	Neurod6	neurogenic differentiation 6 [Source:MGI Symbol;Acc:MGI:106593]	protein_coding
ENSMUSG00000108063	Gm3279	predicted gene 3279 [Source:MGI Symbol;Acc:MGI:3781457]	lncRNA
ENSMUSG00000037973	Itprid1	ITPR interacting domain containing 1 [Source:MGI Symbol;Acc:MGI:2685304]	protein_coding
ENSMUSG00000002930	Ppp1r17	protein phosphatase 1, regulatory subunit 17 [Source:MGI Symbol;Acc:MGI:1333876]	protein_coding
ENSMUSG00000004347	Pde1c	phosphodiesterase 1C [Source:MGI Symbol;Acc:MGI:108413]	protein_coding
ENSMUSG00000091625	Lsm5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1913623]	protein_coding
ENSMUSG00000029787	Avl9	AVL9 cell migration associated [Source:MGI Symbol;Acc:MGI:1926187]	protein_coding
ENSMUSG00000059486	Kbtbd2	kelch repeat and BTB (POZ) domain containing 2 [Source:MGI Symbol;Acc:MGI:2384811]	protein_coding
ENSMUSG00000029781	Fkbp9	FK506 binding protein 9 [Source:MGI Symbol;Acc:MGI:1350921]	protein_coding
ENSMUSG00000029780	Nt5c3	5'-nucleotidase, cytosolic III [Source:MGI Symbol;Acc:MGI:1927186]	protein_coding
ENSMUSG00000071893	Vmn1r4	vomeronasal 1 receptor 4 [Source:MGI Symbol;Acc:MGI:2159457]	protein_coding
ENSMUSG00000090346	Vmn1r5	vomeronasal 1 receptor 5 [Source:MGI Symbol;Acc:MGI:2159455]	protein_coding
ENSMUSG00000115701	Vmn1r6	vomeronasal 1 receptor 6 [Source:MGI Symbol;Acc:MGI:2159456]	protein_coding
ENSMUSG00000093696	Vmn1r7	vomeronasal 1 receptor 7 [Source:MGI Symbol;Acc:MGI:2159467]	protein_coding
ENSMUSG00000061208	Vmn1r8	vomeronasal 1 receptor 8 [Source:MGI Symbol;Acc:MGI:2159469]	protein_coding
ENSMUSG00000091541	Vmn1r9	vomeronasal 1 receptor 9 [Source:MGI Symbol;Acc:MGI:2159466]	protein_coding
ENSMUSG00000115181	Vmn1r10	vomeronasal 1 receptor 10 [Source:MGI Symbol;Acc:MGI:2148522]	protein_coding
ENSMUSG00000115236	Vmn1r11	vomeronasal 1 receptor 11 [Source:MGI Symbol;Acc:MGI:2148524]	protein_coding
ENSMUSG00000057981	Vmn1r12	vomeronasal 1 receptor 12 [Source:MGI Symbol;Acc:MGI:3645555]	protein_coding
ENSMUSG00000064259	Vmn1r13	vomeronasal 1 receptor 13 [Source:MGI Symbol;Acc:MGI:2148526]	protein_coding
ENSMUSG00000114982	Vmn1r14	vomeronasal 1 receptor 14 [Source:MGI Symbol;Acc:MGI:2148528]	protein_coding
ENSMUSG00000115199	Vmn1r15	vomeronasal 1 receptor 15 [Source:MGI Symbol;Acc:MGI:2148527]	protein_coding
ENSMUSG00000115792	Vmn1r16	vomeronasal 1 receptor 16 [Source:MGI Symbol;Acc:MGI:2159465]	protein_coding
ENSMUSG00000115644	Vmn1r17	vomeronasal 1 receptor 17 [Source:MGI Symbol;Acc:MGI:2159452]	protein_coding
ENSMUSG00000091382	Vmn1r18	vomeronasal 1 receptor 18 [Source:MGI Symbol;Acc:MGI:2159462]	protein_coding
ENSMUSG00000115799	Vmn1r19	vomeronasal 1 receptor 19 [Source:MGI Symbol;Acc:MGI:2159463]	protein_coding
ENSMUSG00000115253	Vmn1r20	vomeronasal 1 receptor 20 [Source:MGI Symbol;Acc:MGI:3644381]	protein_coding
ENSMUSG00000093535	4930533I22Rik	RIKEN cDNA 4930533I22 gene [Source:MGI Symbol;Acc:MGI:3612486]	lncRNA
ENSMUSG00000037826	Ppm1k	protein phosphatase 1K (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:2442111]	protein_coding
ENSMUSG00000029798	Herc6	hect domain and RLD 6 [Source:MGI Symbol;Acc:MGI:1914388]	protein_coding
ENSMUSG00000062190	Lancl2	LanC (bacterial lantibiotic synthetase component C)-like 2 [Source:MGI Symbol;Acc:MGI:1919085]	protein_coding
ENSMUSG00000037788	Vopp1	vesicular, overexpressed in cancer, prosurvival protein 1 [Source:MGI Symbol;Acc:MGI:2141658]	protein_coding
ENSMUSG00000115343	Vmn1r21	vomeronasal 1 receptor 21 [Source:MGI Symbol;Acc:MGI:2159464]	protein_coding
ENSMUSG00000115091	Vmn1r22	vomeronasal 1 receptor 22 [Source:MGI Symbol;Acc:MGI:2159459]	protein_coding
ENSMUSG00000093376	Vmn1r23	vomeronasal 1 receptor 23 [Source:MGI Symbol;Acc:MGI:2159460]	protein_coding
ENSMUSG00000115507	Vmn1r24	vomeronasal 1 receptor 24 [Source:MGI Symbol;Acc:MGI:2159454]	protein_coding
ENSMUSG00000115668	Vmn1r25	vomeronasal 1 receptor 25 [Source:MGI Symbol;Acc:MGI:2148529]	protein_coding
ENSMUSG00000048697	Vmn1r26	vomeronasal 1 receptor 26 [Source:MGI Symbol;Acc:MGI:2159453]	protein_coding
ENSMUSG00000107521	Gm43994	predicted gene, 43994 [Source:MGI Symbol;Acc:MGI:5690386]	lncRNA
ENSMUSG00000071428	Vmn1r27	vomeronasal 1 receptor 27 [Source:MGI Symbol;Acc:MGI:2159470]	protein_coding
ENSMUSG00000115705	Vmn1r28	vomeronasal 1 receptor 28 [Source:MGI Symbol;Acc:MGI:2159461]	protein_coding
ENSMUSG00000091734	Vmn1r29	vomeronasal 1 receptor 29 [Source:MGI Symbol;Acc:MGI:2148523]	protein_coding
ENSMUSG00000095670	Vmn1r30	vomeronasal 1 receptor 30 [Source:MGI Symbol;Acc:MGI:2159458]	protein_coding
ENSMUSG00000107960	Gm35077	predicted gene, 35077 [Source:MGI Symbol;Acc:MGI:5594236]	lncRNA
ENSMUSG00000115404	Vmn1r31	vomeronasal 1 receptor 31 [Source:MGI Symbol;Acc:MGI:3649162]	protein_coding
ENSMUSG00000029802	Abcg2	ATP binding cassette subfamily G member 2 (Junior blood group) [Source:MGI Symbol;Acc:MGI:1347061]	protein_coding
ENSMUSG00000029804	Herc3	hect domain and RLD 3 [Source:MGI Symbol;Acc:MGI:1921248]	protein_coding
ENSMUSG00000055430	Nap1l5	nucleosome assembly protein 1-like 5 [Source:MGI Symbol;Acc:MGI:1923555]	protein_coding
ENSMUSG00000037709	Fam13a	family with sequence similarity 13, member A [Source:MGI Symbol;Acc:MGI:1889842]	protein_coding
ENSMUSG00000107439	Gm45060	predicted gene 45060 [Source:MGI Symbol;Acc:MGI:5753636]	lncRNA
ENSMUSG00000092323	BB365896	expressed sequence BB365896 [Source:MGI Symbol;Acc:MGI:3034340]	lncRNA
ENSMUSG00000049232	Tigd2	tigger transposable element derived 2 [Source:MGI Symbol;Acc:MGI:1915390]	protein_coding
ENSMUSG00000045441	Gprin3	GPRIN family member 3 [Source:MGI Symbol;Acc:MGI:1924785]	protein_coding
ENSMUSG00000073045	Gm5570	predicted gene 5570 [Source:MGI Symbol;Acc:MGI:3644382]	lncRNA
ENSMUSG00000046764	A530053G22Rik	RIKEN cDNA A530053G22 gene [Source:MGI Symbol;Acc:MGI:2443347]	lncRNA
ENSMUSG00000108192	Gm44410	predicted gene, 44410 [Source:MGI Symbol;Acc:MGI:5690802]	lncRNA
ENSMUSG00000108003	Gm35386	predicted gene, 35386 [Source:MGI Symbol;Acc:MGI:5594545]	lncRNA
ENSMUSG00000025889	Snca	synuclein, alpha [Source:MGI Symbol;Acc:MGI:1277151]	protein_coding
ENSMUSG00000054641	Mmrn1	multimerin 1 [Source:MGI Symbol;Acc:MGI:1918195]	protein_coding
ENSMUSG00000108087	Gm43893	predicted gene, 43893 [Source:MGI Symbol;Acc:MGI:5690285]	lncRNA
ENSMUSG00000107652	Gm43894	predicted gene, 43894 [Source:MGI Symbol;Acc:MGI:5690286]	lncRNA
ENSMUSG00000097924	A730020E08Rik	RIKEN cDNA A730020E08 gene [Source:MGI Symbol;Acc:MGI:2444999]	lncRNA
ENSMUSG00000039578	Ccser1	coiled-coil serine rich 1 [Source:MGI Symbol;Acc:MGI:3045354]	protein_coding
ENSMUSG00000108242	9330118I20Rik	RIKEN cDNA 9330118I20 gene [Source:MGI Symbol;Acc:MGI:1924758]	lncRNA
ENSMUSG00000071424	Grid2	glutamate receptor, ionotropic, delta 2 [Source:MGI Symbol;Acc:MGI:95813]	protein_coding
ENSMUSG00000107525	Gm44071	predicted gene, 44071 [Source:MGI Symbol;Acc:MGI:5690463]	lncRNA
ENSMUSG00000107864	Gm44072	predicted gene, 44072 [Source:MGI Symbol;Acc:MGI:5690464]	lncRNA
ENSMUSG00000073043	Atoh1	atonal bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:104654]	protein_coding
ENSMUSG00000029920	Smarcad1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:MGI Symbol;Acc:MGI:95453]	protein_coding
ENSMUSG00000029919	Hpgds	hematopoietic prostaglandin D synthase [Source:MGI Symbol;Acc:MGI:1859384]	protein_coding
ENSMUSG00000029917	Qrfprl	pyroglutamylated RFamide peptide receptor like [Source:MGI Symbol;Acc:MGI:2441881]	protein_coding
ENSMUSG00000044162	Tnip3	TNFAIP3 interacting protein 3 [Source:MGI Symbol;Acc:MGI:3041165]	protein_coding
ENSMUSG00000049001	Ndnf	neuron-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1915419]	protein_coding
ENSMUSG00000085689	Gm16838	predicted gene, 16838 [Source:MGI Symbol;Acc:MGI:4439762]	lncRNA
ENSMUSG00000029913	Prdm5	PR domain containing 5 [Source:MGI Symbol;Acc:MGI:1918029]	protein_coding
ENSMUSG00000036463	4930544G11Rik	RIKEN cDNA 4930544G11 gene [Source:MGI Symbol;Acc:MGI:1914903]	protein_coding
ENSMUSG00000107479	2610300M13Rik	RIKEN cDNA 2610300M13 gene [Source:MGI Symbol;Acc:MGI:1919734]	lncRNA
ENSMUSG00000029910	Mad2l1	MAD2 mitotic arrest deficient-like 1 [Source:MGI Symbol;Acc:MGI:1860374]	protein_coding
ENSMUSG00000062905	Vmn1r32	vomeronasal 1 receptor 32 [Source:MGI Symbol;Acc:MGI:2159451]	protein_coding
ENSMUSG00000059375	Vmn1r33	vomeronasal 1 receptor 33 [Source:MGI Symbol;Acc:MGI:2159450]	protein_coding
ENSMUSG00000091012	Vmn1r34	vomeronasal 1 receptor 34 [Source:MGI Symbol;Acc:MGI:3644800]	protein_coding
ENSMUSG00000060699	Vmn1r35	vomeronasal 1 receptor 35 [Source:MGI Symbol;Acc:MGI:2159444]	protein_coding
ENSMUSG00000115482	Vmn1r36	vomeronasal 1 receptor 36 [Source:MGI Symbol;Acc:MGI:2159443]	protein_coding
ENSMUSG00000115467	Vmn1r37	vomeronasal 1 receptor 37 [Source:MGI Symbol;Acc:MGI:2159442]	protein_coding
ENSMUSG00000115170	Vmn1r38	vomeronasal 1 receptor 38 [Source:MGI Symbol;Acc:MGI:2159445]	protein_coding
ENSMUSG00000093755	Vmn1r39	vomeronasal 1 receptor 39 [Source:MGI Symbol;Acc:MGI:3644802]	protein_coding
ENSMUSG00000053442	4930597O21Rik	RIKEN cDNA 4930597O21 gene [Source:MGI Symbol;Acc:MGI:1922623]	lncRNA
ENSMUSG00000036402	Gng12	guanine nucleotide binding protein (G protein), gamma 12 [Source:MGI Symbol;Acc:MGI:1336171]	protein_coding
ENSMUSG00000107634	Gm36816	predicted gene, 36816 [Source:MGI Symbol;Acc:MGI:5595975]	lncRNA
ENSMUSG00000036390	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha [Source:MGI Symbol;Acc:MGI:107799]	protein_coding
ENSMUSG00000087231	E230016M11Rik	RIKEN cDNA E230016M11 gene [Source:MGI Symbol;Acc:MGI:2443524]	lncRNA
ENSMUSG00000097603	A430010J10Rik	RIKEN cDNA A430010J10 gene [Source:MGI Symbol;Acc:MGI:2442501]	lncRNA
ENSMUSG00000107799	Gm38825	predicted gene, 38825 [Source:MGI Symbol;Acc:MGI:5621710]	lncRNA
ENSMUSG00000036371	Serbp1	serpine1 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1914120]	protein_coding
ENSMUSG00000018341	Il12rb2	interleukin 12 receptor, beta 2 [Source:MGI Symbol;Acc:MGI:1270861]	protein_coding
ENSMUSG00000049093	Il23r	interleukin 23 receptor [Source:MGI Symbol;Acc:MGI:2181693]	protein_coding
ENSMUSG00000105650	Gm42889	predicted gene 42889 [Source:MGI Symbol;Acc:MGI:5663026]	lncRNA
ENSMUSG00000051397	Tacstd2	tumor-associated calcium signal transducer 2 [Source:MGI Symbol;Acc:MGI:1861606]	protein_coding
ENSMUSG00000076501	Igkv2-137	immunoglobulin kappa chain variable 2-137 [Source:MGI Symbol;Acc:MGI:4439879]	IG_V_gene
ENSMUSG00000104931	Igkv1-136	immunoglobulin kappa chain variable 1-136 [Source:MGI Symbol;Acc:MGI:4947614]	IG_V_pseudogene
ENSMUSG00000096336	Igkv1-135	immunoglobulin kappa variable 1-135 [Source:MGI Symbol;Acc:MGI:3819952]	IG_V_gene
ENSMUSG00000104883	Igkv14-134-1	immunoglobulin kappa chain variable 14-134-1 [Source:MGI Symbol;Acc:MGI:5009883]	IG_V_pseudogene
ENSMUSG00000091268	Igkv17-134	immunoglobulin kappa chain variable 17-134 [Source:MGI Symbol;Acc:MGI:4936953]	IG_V_pseudogene
ENSMUSG00000094491	Igkv1-133	immunoglobulin kappa variable 1-133 [Source:MGI Symbol;Acc:MGI:3648380]	IG_V_gene
ENSMUSG00000106401	Gm43284	predicted gene 43284 [Source:MGI Symbol;Acc:MGI:5663421]	IG_V_pseudogene
ENSMUSG00000096580	Igkv1-132	immunoglobulin kappa variable 1-132 [Source:MGI Symbol;Acc:MGI:3648800]	IG_V_gene
ENSMUSG00000076505	Igkv1-131	immunoglobulin kappa variable 1-131 [Source:MGI Symbol;Acc:MGI:3645551]	IG_V_gene
ENSMUSG00000096461	Igkv14-130	immunoglobulin kappa variable 14-130 [Source:MGI Symbol;Acc:MGI:3645770]	IG_V_gene
ENSMUSG00000093906	Igkv9-129	immunoglobulin kappa variable 9-129 [Source:MGI Symbol;Acc:MGI:3525017]	IG_V_gene
ENSMUSG00000104742	Igkv9-128	immunoglobulin kappa chain variable 9-128 [Source:MGI Symbol;Acc:MGI:3809196]	IG_V_pseudogene
ENSMUSG00000076508	Igkv17-127	immunoglobulin kappa variable 17-127 [Source:MGI Symbol;Acc:MGI:3646891]	IG_V_gene
ENSMUSG00000106372	Igkv14-126-1	immunoglobulin kappa chain variable 14-126-1 [Source:MGI Symbol;Acc:MGI:5009882]	IG_V_pseudogene
ENSMUSG00000094345	Igkv14-126	immunoglobulin kappa variable 14-126 [Source:MGI Symbol;Acc:MGI:3643131]	IG_V_gene
ENSMUSG00000095737	Igkv11-125	immunoglobulin kappa variable 11-125 [Source:MGI Symbol;Acc:MGI:3642338]	IG_V_gene
ENSMUSG00000096632	Igkv9-124	immunoglobulin kappa chain variable 9-124 [Source:MGI Symbol;Acc:MGI:3646892]	IG_V_gene
ENSMUSG00000076512	Igkv9-123	immunoglobulin kappa variable 9-123 [Source:MGI Symbol;Acc:MGI:3643848]	IG_V_gene
ENSMUSG00000095497	Igkv1-122	immunoglobulin kappa chain variable 1-122 [Source:MGI Symbol;Acc:MGI:4439722]	IG_V_gene
ENSMUSG00000076514	Igkv17-121	immunoglobulin kappa variable 17-121 [Source:MGI Symbol;Acc:MGI:3647671]	IG_V_gene
ENSMUSG00000094872	Igkv9-120	immunoglobulin kappa chain variable 9-120 [Source:MGI Symbol;Acc:MGI:3647784]	IG_V_gene
ENSMUSG00000104575	Igkv9-119	immunoglobulin kappa chain variable 9-119 [Source:MGI Symbol;Acc:MGI:5009881]	IG_V_pseudogene
ENSMUSG00000106098	Igkv14-118-2	immunoglobulin kappa chain variable 14-118-2 [Source:MGI Symbol;Acc:MGI:5009880]	IG_V_pseudogene
ENSMUSG00000106480	Igkv14-118-1	immunoglobulin kappa chain variable 14-118-1 [Source:MGI Symbol;Acc:MGI:5009879]	IG_V_pseudogene
ENSMUSG00000104532	Gm43739	predicted gene 43739 [Source:MGI Symbol;Acc:MGI:5663876]	IG_V_pseudogene
ENSMUSG00000104934	Igkv11-118	immunoglobulin kappa chain variable 11-118 [Source:MGI Symbol;Acc:MGI:5009878]	IG_V_pseudogene
ENSMUSG00000094335	Igkv1-117	immunoglobulin kappa variable 1-117 [Source:MGI Symbol;Acc:MGI:4439721]	IG_V_gene
ENSMUSG00000106630	Igkv2-116	immunoglobulin kappa variable 2-116 [Source:MGI Symbol;Acc:MGI:3647785]	IG_V_pseudogene
ENSMUSG00000091800	Igkv1-115	immunoglobulin kappa variable 1-115 [Source:MGI Symbol;Acc:MGI:3644873]	IG_V_pseudogene
ENSMUSG00000105363	Igkv11-114	immunoglobulin kappa chain variable [Source:MGI Symbol;Acc:MGI:5009877]	IG_V_pseudogene
ENSMUSG00000105463	Igkv2-113	immunoglobulin kappa chain variable 2-113 [Source:MGI Symbol;Acc:MGI:5009876]	IG_V_pseudogene
ENSMUSG00000076518	Igkv2-112	immunoglobulin kappa variable 2-112 [Source:MGI Symbol;Acc:MGI:3644894]	IG_V_gene
ENSMUSG00000095771	Igkv14-111	immunoglobulin kappa variable 14-111 [Source:MGI Symbol;Acc:MGI:4439863]	IG_V_gene
ENSMUSG00000093861	Igkv1-110	immunoglobulin kappa variable 1-110 [Source:MGI Symbol;Acc:MGI:4439558]	IG_V_gene
ENSMUSG00000105606	Igkv2-109	immunoglobulin kappa variable 2-109 [Source:MGI Symbol;Acc:MGI:3642626]	IG_V_gene
ENSMUSG00000105043	Igkv1-108	immunoglobulin kappa variable 1-108 [Source:MGI Symbol;Acc:MGI:3644576]	IG_V_pseudogene
ENSMUSG00000106494	Igkv2-107	immunoglobulin kappa variable 2-107 [Source:MGI Symbol;Acc:MGI:3645630]	IG_V_pseudogene
ENSMUSG00000076530	Igkv11-106	immunoglobulin kappa variable 11-106 [Source:MGI Symbol;Acc:MGI:3648899]	IG_V_pseudogene
ENSMUSG00000106066	Igkv2-105	immunoglobulin kappa chain variable 2-105 [Source:MGI Symbol;Acc:MGI:5009874]	IG_V_pseudogene
ENSMUSG00000076522	Igkv16-104	immunoglobulin kappa variable 16-104 [Source:MGI Symbol;Acc:MGI:2685913]	IG_V_gene
ENSMUSG00000076523	Igkv15-103	immunoglobulin kappa chain variable 15-103 [Source:MGI Symbol;Acc:MGI:96513]	IG_V_gene
ENSMUSG00000104832	Igkv15-102	immunoglobulin kappa chain variable 15-102 [Source:MGI Symbol;Acc:MGI:5009875]	IG_V_pseudogene
ENSMUSG00000106403	Igkv20-101-2	immunoglobulin kappa chain variable 20-101-2 [Source:MGI Symbol;Acc:MGI:5009884]	IG_V_gene
ENSMUSG00000106187	Igkv15-101-1	immunoglobulin kappa chain variable 15-101-1 [Source:MGI Symbol;Acc:MGI:5009872]	IG_V_pseudogene
ENSMUSG00000105319	Igkv15-101	immunoglobulin kappa chain variable 15-101 [Source:MGI Symbol;Acc:MGI:5009873]	IG_V_pseudogene
ENSMUSG00000096515	Igkv14-100	immunoglobulin kappa chain variable 14-100 [Source:MGI Symbol;Acc:MGI:4439559]	IG_V_gene
ENSMUSG00000076525	Igkv1-99	immunoglobulin kappa variable 1-99 [Source:MGI Symbol;Acc:MGI:4439724]	IG_V_gene
ENSMUSG00000076526	Igkv12-98	immunoglobulin kappa variable 12-98 [Source:MGI Symbol;Acc:MGI:4439560]	IG_V_gene
ENSMUSG00000105817	Igkv15-97	immunoglobulin kappa chain variable 15-97 [Source:MGI Symbol;Acc:MGI:5009871]	IG_V_pseudogene
ENSMUSG00000094420	Igkv10-96	immunoglobulin kappa variable 10-96 [Source:MGI Symbol;Acc:MGI:4439561]	IG_V_gene
ENSMUSG00000090781	Igkv2-95-2	immunoglobulin kappa variable 2-95-2 [Source:MGI Symbol;Acc:MGI:4937167]	IG_V_pseudogene
ENSMUSG00000106381	Igkv2-95-1	immunoglobulin kappa chain variable [Source:MGI Symbol;Acc:MGI:5009870]	IG_V_pseudogene
